Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Observation Status],[Reporting Type],[Units],[Age],[Sex],[Location],[Education level],[Activity],[Freq],[Type of product],[Type of renewable technology],[Mode of transportation],[Name of non-communicable disease],[Type of skill],[Migratory status],[Type of speed],[Quantile],[Level/Status],[Type of occupation]
1.0,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),218.0,Ecuador,2019.0,1.48415,2019.0,,,,2017.0,"Poverty and Inequality Portal, World Bank",,"Accessed March 26, 2024. Survey name: ENEMDU. Uses an income aggregate.",G,,G,PERCENT,65+,BOTHSEX,ALLAREA,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),218.0,Ecuador,2019.0,8.38347,2019.0,,,,2017.0,"Poverty and Inequality Portal, World Bank",,"Accessed March 26, 2024. Survey name: ENEMDU. Uses an income aggregate.",G,,G,PERCENT,ALLAGE,BOTHSEX,RURAL,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),218.0,Ecuador,2019.0,1.32899,2019.0,,,,2017.0,"Poverty and Inequality Portal, World Bank",,"Accessed March 26, 2024. Survey name: ENEMDU. Uses an income aggregate.",G,,G,PERCENT,ALLAGE,BOTHSEX,URBAN,,,,,,,,,,,,,
3.0,3.9,3.9.3,SH_STA_POISN,"Mortality rate attributed to unintentional poisonings, by sex (deaths per 100,000 population)",218.0,Ecuador,2019.0,0.4,2019.0,,0.7,0.3,,"Global Health Estimates 2019: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization, 2020",,,E,,G,PER_100000_POP,,MALE,,,,,,,,,,,,,,
7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218.0,Ecuador,2019.0,0.0,2019.0,,,,2021.0,"DAC Statistics database, 2024, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2024, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2021 prices and exchange rates (using donor country deflators). The aggregated figures only include the historical list of developing countries with a few modifications to account for the shifting nature of international public finance.",E,,G,CON_USD_M,,,,,,,,WIND,,,,,,,,
7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218.0,Ecuador,2019.0,65.04,2019.0,,,,2021.0,"DAC Statistics database, 2024, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2024, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2021 prices and exchange rates (using donor country deflators). The aggregated figures only include the historical list of developing countries with a few modifications to account for the shifting nature of international public finance.",E,,G,CON_USD_M,,,,,,,,MULTIPLE,,,,,,,,
17.0,17.1,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",218.0,Ecuador,2019.0,22.92375,2019.0,,,,,"Market Access Map data, International Trade Centre (ITC)",,,C,,G,PERCENT,,,,,,,CLO,,,,,,,,,
17.0,17.1,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",218.0,Ecuador,2019.0,8.47778,2019.0,,,,,"Market Access Map data, International Trade Centre (ITC)",,,C,,G,PERCENT,,,,,,,IND,,,,,,,,,
17.0,17.1,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",218.0,Ecuador,2019.0,19.24614,2019.0,,,,,"Market Access Map data, International Trade Centre (ITC)",,,C,,G,PERCENT,,,,,,,TEX,,,,,,,,,
3.0,3.9,3.9.1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",218.0,Ecuador,2019.0,28.0,2019,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,,E,,G,PER_100000_POP,,,,,,,,,,,,,,,,
8.0,8.1,8.10.1,FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",218.0,Ecuador,2019.0,9.6500069514768,2019.0,,,,,IMF,,,C,A,G,PER_100000_POP,15+,,,,,,,,,,,,,,,
17.0,17.1,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",218.0,Ecuador,2019.0,14.84869,2019.0,,,,,"Market Access Map data, International Trade Centre (ITC)",,,C,,G,PERCENT,,,,,,,AGR,,,,,,,,,
17.0,17.1,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",218.0,Ecuador,2019.0,9.64639,2019.0,,,,,"Market Access Map data, International Trade Centre (ITC)",,,C,,G,PERCENT,,,,,,,ALP,,,,,,,,,
8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",218.0,Ecuador,2019.0,6.86,2019.0,,,,,"LFS - National Survey on Employment, Unemployment and Underemployment",,Repository: ILO-STATISTICS - Micro data processing,C,A,G,PERCENT,15-24,MALE,,,,,,,,,,,,,,
6.0,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),218.0,Ecuador,2019.0,6.78,2018-2022,,,,,Food and Agriculture Organisation of United Nations (FAO),,,G,A,G,PERCENT,,,,,TOTAL,,,,,,,,,,,
6.0,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),218.0,Ecuador,2019.0,0.38,2018-2022,,,,,Food and Agriculture Organisation of United Nations (FAO),,,G,A,G,PERCENT,,,,,INDUSTRIES,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2019.0,6.92,2019.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,15-24,MALE,,,,,,,,,,,,,,
9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment - 13th ICLS (%),218.0,Ecuador,2019.0,10.26,2019.0,,,,,"LFS - National Survey on Employment, Unemployment and Underemployment",,Repository: ILO-STATISTICS - Micro data processing,C,A,G,PERCENT,,,,,ISIC4_C,,,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2019.0,1.37125,2019.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,ALP,,,,,,,,,
10.0,10.5,10.5.1,FI_FSI_FSLS,Liquid assets to short term liabilities (%),218.0,Ecuador,2019.0,35.540193822723,2019.0,,,,,IMF,,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2019.0,33.0,2019.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,18+,MALE,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2019.0,58.0,2019.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,_U,_U,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2019.0,147.0,2019.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,ALLAGE,BOTHSEX,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2019.0,31.0,2019.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,<18Y,MALE,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2019.0,31.0,2019.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,<18Y,BOTHSEX,,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_LMKT,[World Bank] Proportion of population covered by labour market programs (%),218.0,Ecuador,2019.0,1.48684,2019.0,,,,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)",,,CA,,G,PERCENT,,,,,,,,,,,,,,_T,,
2.0,2.5,2.5.2,ER_RSK_LBREDS,Proportion of local breeds classified as being at risk of extinction as a share of local breeds with known level of extinction risk (%),218.0,Ecuador,2019.0,29.0,2019.0,,,,,Instituto Nacional de Investigaciones Agropecuarias INIAP,,,E,E,G,PERCENT,,,,,,,,,,,,,,,,
9.0,9.1,9.1.2,IS_RDP_PFVOL,"Passenger volume (passenger kilometres), by mode of transport",218.0,Ecuador,2019.0,4960571870.0,2019.0,,,,,ICAO,,,C,,G,P_KM,,,,,,,,,AIR,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2019.0,3.48,2019.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,25+,BOTHSEX,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2019.0,7.31,2019.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,15-24,BOTHSEX,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2019.0,64.0,2019.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,ALLAGE,MALE,,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),218.0,Ecuador,2019.0,6.8,2019.0,,,,,ILO estimates based on national sources,,,E,A,G,PERCENT,15-49,FEMALE,,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_MATNL,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),218.0,Ecuador,2019.0,6.8,2019.0,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,E,A,G,PERCENT,ALLAGE,FEMALE,,,,,,,,,,,,,,
16.0,16.3,16.3.2,VC_PRS_UNSNT,Unsentenced detainees as a proportion of overall prison population (%),218.0,Ecuador,2019.0,37.8,2019.0,,,,,UNODC calculations based on national data,,,C,,G,PERCENT,,FEMALE,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2019.0,3.39,2019.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,25+,MALE,,,,,,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",218.0,Ecuador,2019.0,92.01697,2019.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,URBAN,,,,,,,,,,,,,
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2019.0,20.3,2019.0,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,G,,G,PERCENT,,,,,,,,,,,,,,B50,,
4.0,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2022 United States dollars)",218.0,Ecuador,2019.0,3.36513,2019.0,,,,2022.0,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements; 2Based on OECD, CRS databased, 2024; Constant 2022 USD million",C,,G,CON_USD_M,,,,,,,,,,,,,,,,
3.0,3.3,3.3.1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",218.0,Ecuador,2019.0,0.12,2019.0,,,,,UNAIDS,,,E,A,G,PER_1000_UNINFECTED_POP,ALLAGE,BOTHSEX,,,,,,,,,,,,,,
3.0,3.3,3.3.1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",218.0,Ecuador,2019.0,0.01,2019.0,,,,,UNAIDS,,,E,A,G,PER_1000_UNINFECTED_POP,50+,MALE,,,,,,,,,,,,,,
3.0,3.3,3.3.1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",218.0,Ecuador,2019.0,0.02,2019.0,,,,,UNAIDS,,,E,A,G,PER_1000_UNINFECTED_POP,<15Y,BOTHSEX,,,,,,,,,,,,,,
3.0,3.1,3.1.1,SH_STA_MORT,Maternal mortality ratio,218.0,Ecuador,2019.0,73.79165,2019.0,,84.37897,66.02038,,"Estimates by WHO, UNICEF, UNFPA, World Bank Group and UNDESA/Population Division. Geneva: World Health Organization; 2023.",,,E,,G,PER_100000_LIVE_BIRTHS,,FEMALE,,,,,,,,,,,,,,
9.0,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),218.0,Ecuador,2019.0,0.181,2019.0,,,,2017.0,"IEA (2023), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,
9.0,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions from manufacturing industries per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),218.0,Ecuador,2019.0,0.191,2019.0,,,,2015.0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2023), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",,,E,A,G,KG_PER_CON_USD,,,,,ISIC4_C,,,,,,,,,,,
6.0,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",218.0,Ecuador,2019.0,49.26247,2019.0,,,,2022.0,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",C,,G,CON_USD_M,,,,,,,,,,,,,,,,
4.0,4.a,4.a.1,SE_ACS_ELECT,"Proportion of schools with access to electricity, by education level (%)",218.0,Ecuador,2019.0,83.28354,2019.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,LOWSEC,,,,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2019.0,2.78841,2019.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,TEX,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2019.0,0.0,2019.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,OIL,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2019.0,1.04984,2019.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,IND,,,,,,,,,
3.0,3.3,3.3.1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",218.0,Ecuador,2019.0,0.17,2019.0,,,,,UNAIDS,,,E,A,G,PER_1000_UNINFECTED_POP,15-24,FEMALE,,,,,,,,,,,,,,
2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),218.0,Ecuador,2019.0,12.6,2018-2020,,,,,Food and Agriculture Organization of the United Nations (FAO),,3-year average of the period 2018-2020. Estimates are based on projected values.,E,E,G,PERCENT,,,,,,,,,,,,,,,,
4.0,4.a,4.a.1,SE_ACC_HNDWSH,"Proportion of schools with basic handwashing facilities, by education level (%)",218.0,Ecuador,2019.0,97.26601,2019.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,UPPSEC,,,,,,,,,,,,
2.0,2.2,2.2.2,SN_STA_OVWGTN,Children moderately or severely overweight (thousands),218.0,Ecuador,2019.0,159.3,2019.0,,196.3,128.6,,"Source: Joint Child Malnutrition Estimates (2023 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,,M,A,G,NUM_TH,<5Y,,,,,,,,,,,,,,,
3.0,3.3,3.3.1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",218.0,Ecuador,2019.0,0.16,2019.0,,,,,UNAIDS,,,E,A,G,PER_1000_UNINFECTED_POP,ALLAGE,MALE,,,,,,,,,,,,,,
6.0,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",218.0,Ecuador,2019.0,66.60986,2019.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,ALLAREA,,,,,,,,,,,,,
2.0,2.c,2.c.1,AG_FPA_CFPI,"Indicator of Food Price Anomalies (IFPA), by Consumer Food Price Index",218.0,Ecuador,2019.0,-0.31,2019.0,,,,,FAOSTAT Data/ Consumer Price Indices: http://www.fao.org/faostat/en/#data/CP.,,Abnormally high defined as IFPA>=1. Moderately high defined as 0.5=<IFPA< 1. Twelve month average of monthly price anomalies,G,A,G,INDEX,,,,,,,,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",218.0,Ecuador,2019.0,78.50464,2019.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,RURAL,,,,,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",218.0,Ecuador,2019.0,87.15064,2019.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,ALLAREA,,,,,,,,,,,,,
5.0,5.b,5.b.1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",218.0,Ecuador,2019.0,59.90969,2019.0,,,,,Instituto Nacional de Estadistica y Censos,,,C,,G,PERCENT,,BOTHSEX,,,,,,,,,,,,,,
5.0,5.b,5.b.1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",218.0,Ecuador,2019.0,58.22952,2019.0,,,,,Instituto Nacional de Estadistica y Censos,,,C,,G,PERCENT,,FEMALE,,,,,,,,,,,,,,
5.0,5.b,5.b.1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",218.0,Ecuador,2019.0,61.6705,2019.0,,,,,Instituto Nacional de Estadistica y Censos,,,C,,G,PERCENT,,MALE,,,,,,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2019.0,2.77425,2019.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,AGR,,,,,,,,,
8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",218.0,Ecuador,2019.0,3.81,2019.0,,,,,"LFS - National Survey on Employment, Unemployment and Underemployment",,Repository: ILO-STATISTICS - Micro data processing,C,A,G,PERCENT,15+,BOTHSEX,,,,,,,,,,,,,,
4.0,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",218.0,Ecuador,2019.0,94.73502,2019.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,FEMALE,,,,,,,,,,,,,,
4.0,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",218.0,Ecuador,2019.0,89.72633,2019.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,MALE,,,,,,,,,,,,,,
